DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,STATUS,TEMPODECASA,TURNO,ATENDIDAS,RECH,TMA,TALKTIME,ACW,TRANSF,AVALIADAS,PROMOTORAS,NEUTRAS,DETRATORAS
2024-02-29,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,35,3,458,350,108,3,3,2,1,0
2024-01-25,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,24,1,358,274,84,0,0,0,0,0
2024-01-29,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,12,2,331,312,19,0,4,4,0,0
2024-03-26,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,28,7,273,196,77,0,2,0,2,0
2024-01-22,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,15,1,228,205,23,0,1,0,1,0
2024-01-19,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,36,5,154,111,43,2,8,6,2,0
2024-02-12,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,35,6,177,142,35,0,9,9,0,0
2024-03-13,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,35,4,296,272,24,1,7,2,5,0
2024-02-16,5510006,Supervisor 4,Segmento 1,Ativo,até 6 meses,Noite,18,2,431,375,56,1,2,2,0,0
2024-03-25,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,32,3,136,110,26,1,3,3,0,0
2024-02-16,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,60,0,243,192,51,1,15,15,0,0
2024-03-20,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,42,2,472,341,131,0,4,2,2,0
2024-02-01,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,34,4,453,363,90,0,2,2,0,0
2024-01-02,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,58,3,249,212,37,4,6,4,2,0
2024-01-30,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,36,2,466,386,80,0,2,2,0,0
2024-03-13,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,39,7,152,119,33,1,4,3,1,0
2024-03-11,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,29,1,149,134,15,3,2,2,0,0
2024-01-26,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,51,8,334,267,67,4,6,4,2,0
2024-03-19,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,54,7,463,365,98,0,17,8,7,2
2024-01-24,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,26,2,406,361,45,0,3,2,1,0
2024-03-14,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,39,2,310,237,73,0,9,7,2,0
2024-02-13,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,50,8,181,165,16,1,2,0,2,0
2024-03-01,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,41,4,354,260,94,1,7,4,3,0
2024-02-29,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,40,0,351,269,82,1,2,1,1,0
2024-01-09,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,28,5,339,271,68,3,2,0,2,0
2024-01-19,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,20,4,217,152,65,0,2,1,1,0
2024-01-11,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,26,2,205,146,59,0,4,3,1,0
2024-03-18,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,28,3,303,268,35,0,0,0,0,0
2024-02-08,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,28,0,421,347,74,0,5,4,1,0
2024-01-29,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,58,3,454,412,42,0,6,2,3,1
2024-03-15,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,50,3,475,413,62,0,10,8,2,0
2024-02-06,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,59,2,334,303,31,0,1,1,0,0
2024-02-22,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,58,2,387,365,22,3,0,0,0,0
2024-01-08,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,55,3,472,440,32,0,0,0,0,0
2024-01-17,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,27,5,372,274,98,0,1,1,0,0
2024-03-04,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,49,4,255,208,47,0,9,5,3,1
2024-01-18,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,47,1,143,100,43,0,7,6,1,0
2024-02-28,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,25,2,213,155,58,1,3,3,0,0
2024-03-21,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,46,2,177,129,48,1,4,4,0,0
2024-02-15,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,31,6,303,258,45,1,7,2,4,1
2024-03-26,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,48,1,455,354,101,5,11,7,3,1
2024-01-04,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,53,9,168,135,33,3,10,9,1,0
2024-01-15,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,29,0,125,107,18,0,2,0,2,0
2024-01-03,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,40,2,145,119,26,3,3,1,2,0
2024-01-12,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,48,7,165,150,15,0,0,0,0,0
2024-01-31,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,26,0,405,339,66,2,8,4,3,1
2024-01-23,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,41,0,234,213,21,2,11,9,2,0
2024-02-23,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,27,2,233,163,70,1,5,2,3,0
2024-01-05,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,30,5,329,239,90,0,3,1,2,0
2024-02-02,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,32,1,332,236,96,0,7,5,2,0
2024-02-07,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,51,2,144,120,24,3,5,3,2,0
2024-01-25,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,26,2,378,347,31,0,2,1,1,0
2024-01-01,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,28,2,478,440,38,2,5,3,2,0
2024-02-26,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,33,2,471,370,101,1,5,2,2,1
2024-03-08,5510007,Supervisor 7,Segmento 4,Ativo,até 30 dias,Manhã,55,9,461,404,57,4,6,2,4,0
2024-01-25,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,37,7,235,218,17,2,8,8,0,0
2024-01-09,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,34,3,270,219,51,0,1,0,1,0
2024-02-28,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,11,1,186,137,49,0,2,0,2,0
2024-01-04,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,14,0,440,375,65,1,4,3,1,0
2024-01-17,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,35,3,214,177,37,1,6,2,3,1
2024-01-24,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,17,2,289,228,61,0,6,2,4,0
2024-03-07,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,31,1,448,382,66,0,5,5,0,0
2024-03-11,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,22,2,264,186,78,1,4,4,0,0
2024-01-15,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,11,0,284,235,49,0,4,1,3,0
2024-03-29,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,16,1,470,378,92,0,0,0,0,0
2024-02-29,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,33,0,355,312,43,0,2,2,0,0
2024-01-23,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,28,4,328,261,67,1,3,3,0,0
2024-01-12,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,27,0,419,298,121,2,1,1,0,0
2024-03-26,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,29,1,315,251,64,1,1,0,1,0
2024-03-01,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,35,8,271,254,17,0,0,0,0,0
2024-03-18,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,27,2,183,130,53,1,1,1,0,0
2024-01-18,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,33,5,228,183,45,1,1,1,0,0
2024-02-16,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,13,0,401,326,75,1,2,0,2,0
2024-01-03,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,33,2,302,221,81,0,0,0,0,0
2024-01-31,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,38,3,350,273,77,1,5,4,1,0
2024-02-08,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,15,0,233,204,29,1,1,1,0,0
2024-03-28,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,24,2,369,309,60,0,2,2,0,0
2024-02-23,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,18,0,158,145,13,2,1,0,1,0
2024-02-19,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,27,3,454,405,49,0,9,8,1,0
2024-01-19,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,14,2,166,132,34,0,4,2,2,0
2024-02-27,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,24,2,409,353,56,3,0,0,0,0
2024-02-02,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,17,1,152,116,36,0,2,1,1,0
2024-01-22,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,39,0,140,132,8,1,4,2,2,0
2024-02-14,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,30,4,454,419,35,0,1,1,0,0
2024-03-08,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,36,7,366,337,29,0,3,1,2,0
2024-03-12,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,16,0,305,259,46,0,2,2,0,0
2024-02-22,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,25,3,227,192,35,1,0,0,0,0
2024-02-15,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,14,0,188,161,27,0,1,0,1,0
2024-02-06,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,29,0,458,414,44,1,3,2,1,0
2024-02-12,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,17,4,193,173,20,0,4,3,1,0
2024-02-05,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,33,7,425,360,65,1,0,0,0,0
2024-01-30,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,16,2,470,378,92,0,2,2,0,0
2024-03-19,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,38,8,180,130,50,0,12,10,2,0
2024-03-22,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,21,5,391,315,76,1,6,4,2,0
2024-01-02,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,23,1,239,221,18,0,0,0,0,0
2024-01-01,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,32,0,415,344,71,1,5,5,0,0
2024-02-01,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,13,1,253,231,22,0,3,1,2,0
2024-01-11,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,27,3,211,167,44,1,9,5,3,1
2024-03-15,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,33,2,180,159,21,2,1,0,1,0
2024-01-26,5510008,Supervisor 1,Segmento 1,Ativo,até 1 ano,Noite,35,4,434,379,55,1,0,0,0,0
2024-01-25,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,55,11,297,279,18,2,14,11,3,0
2024-03-25,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,36,0,406,291,115,0,4,3,1,0
2024-03-22,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,44,3,293,275,18,3,0,0,0,0
2024-02-22,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,50,0,315,270,45,3,13,10,3,0
2024-02-07,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,36,0,324,281,43,0,2,1,1,0
2024-01-08,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,42,4,257,191,66,1,3,1,2,0
2024-01-05,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,36,1,247,224,23,0,0,0,0,0
2024-01-23,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,51,8,141,128,13,1,9,9,0,0
2024-01-19,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,51,4,263,210,53,1,3,2,1,0
2024-02-01,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,52,2,354,334,20,3,0,0,0,0
2024-03-27,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,20,3,417,302,115,1,2,0,2,0
2024-03-26,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,50,5,307,229,78,3,11,9,2,0
2024-01-03,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,37,4,187,176,11,0,3,3,0,0
2024-03-05,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,44,1,362,326,36,1,6,6,0,0
2024-02-02,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,51,4,410,291,119,0,6,4,2,0
2024-02-05,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,60,2,253,199,54,2,6,2,3,1
2024-02-23,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,58,4,452,389,63,1,10,8,2,0
2024-02-27,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,48,6,434,334,100,1,10,7,2,1
2024-02-15,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,24,1,236,183,53,2,3,2,1,0
2024-03-29,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,43,8,350,281,69,0,1,1,0,0
2024-03-14,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,33,0,168,120,48,4,3,3,0,0
2024-01-04,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,26,1,163,140,23,2,2,1,1,0
2024-01-16,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,28,1,134,94,40,1,7,6,1,0
2024-02-26,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,55,8,210,178,32,3,10,8,2,0
2024-02-13,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,42,3,165,133,32,1,0,0,0,0
2024-02-08,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,20,1,296,228,68,1,7,4,3,0
2024-01-01,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,47,9,238,214,24,1,8,6,2,0
2024-01-17,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,35,3,313,236,77,0,4,3,1,0
2024-03-12,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,46,0,213,156,57,0,4,4,0,0
2024-03-04,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,40,0,393,277,116,2,7,7,0,0
2024-02-21,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,34,0,372,280,92,1,7,7,0,0
2024-03-13,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,41,0,148,113,35,2,3,2,1,0
2024-02-14,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,20,0,317,283,34,0,0,0,0,0
2024-03-19,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,53,3,362,288,74,5,0,0,0,0
2024-01-26,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,55,4,366,314,52,0,6,2,4,0
2024-03-15,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,60,0,205,184,21,3,0,0,0,0
2024-01-30,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,22,3,472,400,72,0,3,1,2,0
2024-01-02,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,60,2,450,332,118,0,3,2,1,0
2024-02-28,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,48,0,472,374,98,2,15,13,2,0
2024-01-10,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,54,3,410,306,104,2,9,9,0,0
2024-01-29,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,24,3,271,245,26,1,2,2,0,0
2024-03-01,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,31,5,437,331,106,3,3,3,0,0
2024-02-09,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,59,6,448,349,99,0,1,0,1,0
2024-02-20,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,32,0,170,120,50,3,8,7,1,0
2024-01-11,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,23,0,126,117,9,0,1,1,0,0
2024-02-16,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,43,6,308,276,32,0,11,5,5,1
2024-02-06,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,24,4,169,122,47,0,1,0,1,0
2024-02-12,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,26,4,303,263,40,1,2,0,2,0
2024-01-24,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,52,1,393,373,20,2,17,11,5,1
2024-01-09,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,46,6,285,242,43,1,8,8,0,0
2024-03-11,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,43,7,323,226,97,0,8,4,3,1
2024-03-18,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,20,0,229,209,20,0,2,0,2,0
2024-02-19,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,49,1,255,201,54,1,4,1,2,1
2024-03-20,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,56,2,286,256,30,0,9,3,4,2
2024-03-28,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,56,0,291,229,62,3,3,1,2,0
2024-01-15,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,60,6,147,114,33,0,11,7,4,0
2024-03-06,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,23,3,348,309,39,0,2,1,1,0
2024-03-21,5510009,Supervisor 6,Segmento 1,Ativo,mais de 1 ano,Manhã,28,3,412,365,47,1,3,3,0,0
2024-03-26,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,33,1,156,119,37,2,1,0,1,0
2024-02-05,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,23,1,284,223,61,1,2,2,0,0
2024-02-13,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,29,0,239,179,60,0,0,0,0,0
2024-03-28,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,17,1,267,187,80,0,3,1,2,0
2024-02-27,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,16,1,224,187,37,1,1,0,1,0
2024-02-20,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,28,0,250,185,65,1,0,0,0,0
2024-01-17,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,12,1,459,419,40,0,1,0,1,0
2024-02-19,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,26,1,281,230,51,0,4,4,0,0
2024-02-23,5510010,Supervisor 5,Segmento 3,Afastado,até 6 meses,Noite,11,1,290,238,52,0,1,1,0,0
2024-03-29,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,19,0,214,166,48,2,1,1,0,0
2024-02-19,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,34,5,260,191,69,0,4,3,1,0
2024-03-12,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,53,5,133,105,28,3,7,7,0,0
2024-01-04,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,26,3,362,265,97,0,0,0,0,0
2024-02-26,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,32,3,463,438,25,0,3,3,0,0
2024-01-23,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,35,3,338,270,68,0,6,6,0,0
2024-03-19,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,48,3,141,129,12,1,1,1,0,0
2024-02-02,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,27,3,275,245,30,0,4,1,3,0
2024-03-21,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,44,7,166,146,20,0,5,5,0,0
2024-03-13,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,26,1,352,254,98,0,1,0,1,0
2024-01-02,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,43,1,388,340,48,4,2,1,1,0
2024-03-28,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,17,2,409,375,34,0,1,0,1,0
2024-01-24,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,34,3,267,228,39,0,0,0,0,0
2024-01-19,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,54,0,354,291,63,0,15,9,6,0
2024-01-12,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,52,7,329,266,63,0,8,5,3,0
2024-01-30,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,18,0,454,357,97,0,4,3,1,0
2024-02-05,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,20,1,211,156,55,0,5,2,3,0
2024-02-28,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,34,3,154,137,17,0,1,0,1,0
2024-01-11,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,36,4,227,198,29,0,8,3,4,1
2024-01-08,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,53,9,338,288,50,2,9,5,4,0
2024-03-20,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,54,8,443,365,78,4,4,2,2,0
2024-02-15,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,22,0,226,203,23,3,1,0,1,0
2024-02-23,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,55,2,250,224,26,2,12,4,8,0
2024-03-25,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,36,4,435,408,27,1,5,5,0,0
2024-03-27,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,17,3,199,170,29,2,3,2,1,0
2024-02-06,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,48,5,467,363,104,1,5,4,1,0
2024-01-22,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,24,0,293,277,16,0,3,1,2,0
2024-02-20,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,34,5,136,104,32,0,4,2,2,0
2024-03-11,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,26,0,223,207,16,0,8,4,4,0
2024-02-07,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,36,8,278,248,30,0,8,8,0,0
2024-01-26,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,28,3,318,279,39,0,0,0,0,0
2024-03-08,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,53,5,359,331,28,0,2,2,0,0
2024-02-08,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,35,2,261,217,44,0,1,1,0,0
2024-03-05,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,15,4,383,277,106,1,2,1,1,0
2024-01-09,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,25,1,396,321,75,0,0,0,0,0
2024-01-29,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,21,0,338,269,69,2,5,5,0,0
2024-01-05,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,34,1,463,417,46,0,1,1,0,0
2024-01-25,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,44,5,358,292,66,1,8,5,2,1
2024-03-18,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,26,5,289,259,30,3,0,0,0,0
2024-02-29,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,45,3,356,324,32,1,2,2,0,0
2024-02-12,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,40,1,286,239,47,0,6,6,0,0
2024-02-14,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,30,4,201,189,12,1,4,4,0,0
2024-02-21,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,51,8,475,360,115,0,15,7,5,3
2024-03-22,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,35,6,347,258,89,0,9,9,0,0
2024-02-01,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,35,5,151,109,42,4,10,10,0,0
2024-01-18,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,24,3,392,302,90,1,2,1,1,0
2024-02-09,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,42,5,165,139,26,3,13,9,4,0
2024-03-04,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,38,0,120,105,15,2,2,0,2,0
2024-01-15,5510011,Supervisor 1,Segmento 3,Ativo,até 1 ano,Tarde,42,6,440,342,98,1,3,3,0,0
2024-02-02,5510012,Supervisor 7,Segmento 3,Ativo,mais de 1 ano,Manhã,43,3,473,340,133,4,8,6,2,0
2024-03-08,5510012,Supervisor 7,Segmento 3,Ativo,mais de 1 ano,Manhã,53,1,245,200,45,5,5,4,1,0
2024-03-14,5510012,Supervisor 7,Segmento 3,Ativo,mais de 1 ano,Manhã,41,0,360,292,68,4,6,4,2,0
